archive_by_user,city,created_at,image_count,desc,image_count,mileage,platform,price,title,type,year
True,Mashhad,Thursday 06PM,0,گوشی طرح اپل اّک کاملا سالم میباشد با اصلش هیچ فرقی نمیکنه 64 گيگ حافظه دوربين عقب ١٣ دوربين جلو٨ اندرويد 5.2.1 ميباشد,0,,mobile,350000,ایفون6splus,,
True,Shiraz,Tuesday 06PM,2,گوشی موبایل هواوی 3c سالم و تمیز بدون ضربه و خط و خش مرتب...,2,,mobile,320000,فروشی گوشی هواوی 3c,,
True,Qom,Thursday 10PM,5,سامسونگ آ تری.درحد.بدون کوچکترین خط و خش.سالم.گارد آی فیس.گلس.تری جی.یه اکانت کلش تان ۱۰ مکس هم موجوده.تو عکس مشخصه لول ۱۴۹.کلش ۶۰۰.گوشی ۴۰۰.تخفیف پای معامله.و یا تعویض با آیفون se 64.باقیشو میدم.,5,,mobile,1000000,گوشی سامسونگ.A3 و کلش تان۱۰ مکس,,
True,Shiraz,Tuesday 09PM,0,گوشی سالم فقط شارژر وهنزفری داره,0,,mobile,300000,ال جی G3 Beat,,
False,Tehran,Saturday 06PM,0,کاملا سالم و در  حد نو ۳روز پیش خریده شده دارای دوربین جلوی۵واقعی و عقب۸واقعی و ساخت چین(اصل) دارای سانسور حرارتی و حافظه داخلی ۱۶گیگ برگرفته شده از گوشی APLL,0,,mobile,500000,گوشی ulml u6c,,
False,Isfahan,Tuesday 03PM,4,3ماه کار کرد.قیمت اخرش 850 مقطوع,4,,mobile,850000,سامسونک A5  2016,,
False,Isfahan,Tuesday 07AM,1,سلام گوشی تمیز وکم کاره -05شماره سریال,1,,web,700000,گوشی موبایل سونیz1,,
True,Tehran,Thursday 08AM,2,"سالم سالم...
کمتر از یک ماهه که خریداری شده...
با گارانتی و جعبه و...
۳۲ گیگ..
دوربین ۲۰",2,,mobile,2050000,گلکسی اس7 نو,,
True,Tehran,Sunday 09AM,0,"فروش یا معاوضه با آیفون 5s یا بالاتر.
مابه‌التفاوت رو هم میدم.",0,,mobile,450000,گوشی سامسونگ مدل Galaxy S4 9505 4G,,
True,Karaj,Monday 03PM,2,"iphone 6
16 گیگ
گری
بدون مشکل و باز شدن
بدون خط و خش
گلس پشت و رو

معاوضه هم میشود 

پیشنهادای خودتون اس ام اس کنید 

تلگرام هم هستم",2,,mobile,-1,فروش یا معاوضه iphone 6,,
False,Mashhad,Saturday 03PM,0,سلام یک گوشی الجی جی3بیت دارم درحد اک رنگش گولده خیلی تمیزه اندروید 5جهت معاوضه با مدل بالاتر یا همرده سر هم میدم بیشتر سونی و هواوی باشه,0,,mobile,490000,الجی جی 3,,
False,Ahvaz,Monday 10AM,1,ارزان تر هم میدهیم فقط ال سی دی خراب است,1,,mobile,70000,گوشی هوآویy220,,
False,Mashhad,Thursday 06PM,2,این گوشی سالم بدون خط وخش سرمقاله تخفیف هم میدم,2,,mobile,300000,هانر تریسی U10,,
False,Mashhad,Wednesday 08AM,0,ال سی دیش شکسته اما برد وقاب وباطری داره خیلی نویه باتشکرازناظرمحترم,0,,mobile,130000,سامسونگg2تمیز,,
True,Tabriz,Monday 08PM,4,"با آیفون فایو مثل گوشی خودم تمیز باشه معاوضه میکنم
با گلگسی سامسونگ جی 7 سر به سر
بازم اگه گوشی هم سطح و یا بالاتر داشتین در خدمتم
روش یه کاور هم میدم
هدستشم ندارم
خواهشا سعی کنین تو تلگرام پی ام بدین ممنون",4,,mobile,480000,4s  (32g),,
True,Tehran,Tuesday 01PM,2,"گوشی نوکیا 2220..
سالم.دوربین دار..بلوتوث.
فقط بالاش مقداری رنگش رفته..",2,,mobile,40000,نوکیا 2220,,
False,Shiraz,Tuesday 06AM,2,گوشی سالم با کارکرد کم,2,,mobile,600000,معاوضه با گوشی هم تراز,,
True,Tehran,Friday 09AM,4,"سلام 
گوشی درحد آک
بدون هیچ خط وخش
کاملا سالم 
16GB
تخفیف فقط پای معامله به مشتری واقعی
یک کاور هم داره حدود 80 ارزش کاور هست
سالم سالم یاعلی.",4,,mobile,900000,آیفون 5S مشکی گری,,
True,Shiraz,Monday 06PM,2,64گیگ هست به مشتری واقعی تخفیف داده میشه بدون خط و خش تمیز لوازم جانبی تکمیل اگرتماس گرفتید ج ندادم اس بدید درخدمتم,2,,mobile,780000,اپل 5 64 گیگ تمیز,,
False,Shiraz,Sunday 07AM,0,با سلام کوشی ایفون فایو 64 با کلس بشت و رو ودو بک کاور با تمام تجهیزات,0,,mobile,750000,کوشی ایفون 5 gray,,
True,Shiraz,Sunday 06PM,0,سامسونگA8مشکی بدون خط و خش واقعا مثله چشام مواظبش بودم و مجبورم به خاطر کارم بفروشمش خیلی ازش راضی هستم نه هنگ کرده تا حالا نه مشکلی داشته فقط مجبورم,0,,mobile,950000,سامسونگ a8 مشکی,,
False,Shiraz,Tuesday 01PM,2,"سلام 
این گوشی فقط و فقط تاچش سوخته و بقیه چیزهاش کاملا سالم هس تاچش هم تو بازار گیر میاد ارزون هم هس حدود 70یا80تومان هس من خودم استفاده ایی ندارم وگرنه درستش میکردم خالاصه به مشتری هم تخفیف خیلی خیلی خوب هم میدم. با تشکر از دیوار",2,,mobile,50000,گوشی موبایل آیفون 6طرح,,
True,Tehran,Monday 04AM,2,با سلام ایفون شیش 16 درحد نو بدون خط و خش درحد نو بدون ضربه خوردگی LLA 16GB,2,,mobile,1300000,iphone 6 16 نو,,
False,Karaj,Friday 04PM,1,گوشی فقط ال سیدیش شکسته.,1,,mobile,150000,مدل  s3تک سیم کارت اصلی,,
False,Tehran,Friday 07AM,3,یک هفته کار کرده در حد آکبند بدون کوچکترین خط و خش فوری فروشی,3,,mobile,780000,ساعت gear s2 classic سامسونگ,,
True,Tehran,Wednesday 10AM,3,نت 3نعو.....دو سیم کارت....در حد اک......اصلی.....بدون هیچ ایراد و ضربه.....دارای گلس.....دو قاب....قلم .......شارژر.......جعبه.....بدون خش,3,,mobile,830000,نت 3نیو.دوسیم کارت,,
True,Ahvaz,Thursday 08PM,2,گوشی در حد آک و بدون هیچ خط و خشی ...تا حالا ١ بار هم تعمیر نرفته...٣٢ گیگ حافظه داخلی دارد...مرسی از برنامه دیوار,2,,mobile,900000,گوشی سامسونگ نوت ٣,,
False,Mashhad,Tuesday 12PM,3,سامسونگ اس تری ویتنام اصلی سالم به شرط تا 24ساعت,3,,mobile,380000,گوشی سامسونگ,,
False,Tabriz,Monday 06AM,2,فورجی ۴هسته,2,,mobile,510000,گالکسی جی ۵,,
True,Isfahan,Sunday 03PM,0,قسمت پایینی کمی خوردگی دارد,0,,mobile,230000,هوآوی g730 مشکی,,
True,Karaj,Friday 08AM,4,"سلام
گوشى از نو دست خانومم بوده به هیچ عنوان باز نشده.رنگ سفید ٢تا دونه خط ریز داره
فقط تماس تشکر.",4,,mobile,600000,ایفون فایو,,
False,Mashhad,Tuesday 03PM,2,دو سیم تمیز و سالم.فقط وفقط فروش.لطفا پیامک,2,,mobile,210000,ال ۷۰,,
False,Karaj,Friday 08AM,2,"فبلت انوو سفارش اروپا.در حد نو.بدون خط خش.دوربین۱۳_رام۲.حافظه داخلی۳۲.صفحه فول اچ د
ی.همراه قاب و گلسس",2,,mobile,750000,فبلت فاب پلاس لنوو سفارش اروپا,,
False,Karaj,Sunday 03PM,0,این گوشی فقط ۶روزکارکرده..اندروید۵..قویترین باطری دنیا۴۰۰۰میلی آمپر...دوربین ۱۳ جلو ۵ ..مشکی..با Y6 کلی فرق داره..قاب و گلس توپ هم روشه,0,,mobile,400000,Y6 pro,,
False,Tehran,Saturday 08PM,4,گوشی موبایل دیزایر ایکس (x) htc   .بسیار سالم اندروید 4 .در حد نو(یه خالم روش نیس).  عتیقس برا خودش (دارای :جعبه . شارژر .هندفری.برچسب صفحه.رم 16),4,,mobile,300000,اچ تی سی دیزایر ایکس (disire x),,
False,Tehran,Sunday 07AM,1,"64 gig , LLA
تر تمیز بدون هیچ خط و خشى به شرط میدم
تخفیف جزئى
Tamas begirid ya be telegram msg bedin 
Sms javab خnemidam",1,,mobile,2050000,Iphone 6s silver,,
True,Tehran,Friday 07AM,2,سامسونگ گلکسی جی۱.اصلی و باگارانتی اینتر.دوسیم کارت.سفید رنگ.گوشی فقط ۱هفته کارکرده.برای مادرم گرفته بودم که الان مدل بالاتر خریدم و این رو گذاشتم برای فروش.نو نو هستش.بدون حتی یک نقطه.باآکبند تفاوتی نداره چون اصلا کارنکرده.شارژر.هنذفری هم پلمپ هستش.ضدخش گلس.۳عدد قاب iface اورجینال نو هم داره که تو عکسها مشخصه ۱۲۵ تومن خریداری شده رو گوشی داده میشه.قیمت عاااالی گذاشتم.,2,,mobile,275000,سامسونگ گلکسی j1 (آکبند) نو,,
True,Tehran,Sunday 12PM,3,گوشی تمیز با جعبه و لوازم,3,,mobile,250000,گوشی سونی اکسپریا ال,,
False,Karaj,Wednesday 07PM,3,به خریدار واقعی تخفیفم میدم.,3,,mobile,1900000,آیفون 6 گلد 64 گیگابایت,,
True,Tehran,Tuesday 12PM,0,"iphone 6 plus 64gb 
gold va gray 
سالم وتمیز",0,,web,-1,iphone 6 plus 64 gold . gray,,
True,Ahvaz,Friday 10PM,2,"آیفون 5s کارکرده بدون تعمیر اصل رنگ گلد و گری موجود هست ۱ گلد و ۱ گری هردو هم تمیز هستن و سالم 
قیمت مقطوع ۸۵۰
برای اطلاعات بیشتر واتساپ و تلگرام در خدمتم
$NUM
به علت مشغله کاری اسمس جواب داده نمیشه 
فروش با فاکتور فروشگاه و ۴۸ ساعت مهلت تست",2,,mobile,850000,iphone 5s gold/gray 16gig LLA,,
True,Karaj,Wednesday 08AM,3,گوشی s3  سفید دو سیمکارته تمیز..به همراه قاب و لوازم و کارتن .,3,,mobile,450000,گوشی اس تری.s3تمیزو سالم.با کارتن و قاب,,
False,Tehran,Tuesday 06AM,2,"گوشی ایفون 6-64 گلد
درحد نو بسیار تمیز",2,,mobile,1750000,گوشی ایفون 6-64,,
False,Ahvaz,Wednesday 10AM,2,گوشی اچ تی سی دزایر610..4gبدون هیچ مشکل با کارتون ..فقط تاچش شکسته که تو کار کرد لمسش مشکلی ایجاد نکرده.,2,,mobile,200000,گوشی htc desire610,,
False,Tehran,Monday 04PM,4,بسیار تمیز وسالم ، همراه جعبه و فیش خرید . لطفا جهت معاوضه مزاحم نشوید!!!,4,,mobile,850000,ایفون ٥ اس ١٦ گیگ ،  iphone 5s 16G gold,,
True,Tehran,Friday 09AM,2,"فقط تماس بگیرید لطفا
گوشی بسیار سالم ios10.2  تازه آپدیت شده 
مشتری واقعی تخفیف قابل توجه میدم 
بعلت تعویض گوشی میخوام بفروشم",2,,web,920000,5s تمیز باطری سالم,,
False,Tehran,Saturday 05PM,1,کاملا سالم  باز نشده  بدون ضربه  دور کمى خط و خش تضمینى,1,,mobile,1430000,6/16/gray,,
True,Ahvaz,Tuesday 10PM,3,گوشی سالم تمیز بدونه هیچ ایرادی خطو خشی قیمتم مقطوع مقطوع خواستی بیا ادرس میدم ببینش پشیمون نمیشی,3,,mobile,450000,اپل فور اس,,
True,Mashhad,Sunday 11AM,2,"گوشی نو هستش  استفاده هم  نکردم با کارتون
اندروید فکر کنم 5 داره 
همه برنامه ها روش نصب میشه
کارتون دفترچه همه چی داره
2تا سیم کارت میخوره و ممری",2,,mobile,200000,لگو.اندروید نو,,
False,Tehran,Monday 07PM,0,دو عدد آکبند،در دو رنگ مشکی و سفید،دارای وای فای،دو سیمکارته ،رم خور ،قیمت هر عدد فقط 100هزارتومان،خریدار واقعی تماس بگیرد،تحویل متروی پیروزی$NUM,0,,mobile,-1,گوشی اس فور زووم S4Zoom (چینی),,
False,Tehran,Wednesday 11AM,3,"فروش گوشی های ZTE nubia 

nubia Z11 max$NUMتومان
در دو رنگ سفید و گلد
DISPLAY
Super AMOLED , 6.0 inches,1080 x 1920 (368 ppi) Gorilla Glass 3 
Android OS, v5.1.1
CPU Snapdragon 652 
MEMORY
microSD, up to 256 GB (uses SIM 2 slot) Internal 64 GB, 4 GB RAM
CAMERA
 Primary16 MP, f/2.0, phase detection autofocus, dual-LED (dual tone) flash Features1/2.8"" sensor size, 1.12 µm pixel size
Secondary8 MP, f/2.4
سنسور اثر انگشت 
دو سیم کارته
********************************************
nubia Z11 mini$NUMتومان
در رنگ های مشکی ، سفید ، گلد
DISPLAY 
 IPS LCD ,  5.0 inches, 1080 x 1920 pixels (441 ppi ) 
PLATFORM 
Android OS, v5.1.1
Qualcomm Snapdragon 617 Octa-core (4x1.2 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53) Adreno 405 
MEMORY
  microSD, up to 256 GB (uses SIM 2 slot)Internal64 GB, 3 GB RAM
CAMERA 
Primary16 MP, f/2.0, phase detection autofocus, LED flashFeatures1/2.8"" sensor size, 1.12 µm pixel size
Secondary8 MP, f/2.4, 1.4 µm pixel size, 1080p
سنسور اثر انگشت 
دو سیم کارته",3,,mobile,1050000,فروش گوشی های ZTE nubia سری z11,,
False,Qom,Tuesday 04PM,3,"سلام این گوشی رو از استرالیا خریدم 200دلار سیم کارت نخورده آک هس فقط درش رو تو گمرک استرالیا باز کردن برا چک مسائل امنیتی به قیمت دلار استرالیا میدم اگ مشتری بخواد...
دلار استرلیا 2700
دلار آمریکا 3540",3,,mobile,-1,هواوی y625,,
True,Tehran,Friday 07PM,2,"کاملن سالم و بدون اشکال.تضمین میدم.
مدل LG L40 D170
3.5 اینچ
اندروید 4.4.2
دو سیم
آنتن 3G ساپورت می کند",2,,web,120000,گوشی ال جی L40 d170 دو سیم دست دوم,,
False,Tehran,Friday 04PM,1,گوشی سالم بدون هیچ ایرادی,1,,mobile,1350000,گوشی بلک بری porshe designمدل  p9983,,
True,Tehran,Tuesday 08PM,3,گوشی تمیز اصل کالیفرنیا. 16 گیگ. معاوضه هم دارم.,3,,mobile,-1,آیفون. 5sااa,,
False,Tehran,Saturday 08AM,1,۱هفته استفاده شده نوووووووووو دو سیم,1,,mobile,1000000,گوشی اکسپریا xa ultra  با ۱۶ گیگ رم,,
False,Tehran,Monday 09AM,0,تمیز فروشی,0,,mobile,480000,زد 2,,
True,Karaj,Thursday 04PM,3,"فروش یا معاوضه 
تست یک هفته، از هرلحاظ 
یک سال اصلاً استفاده نشده 
عالیترین ساخت گرند 2 متفاوت 
دوربین 8+2عالی 
حافظه ورام 8+2 
تمام وسایل اورجینال وسالم 
دوسیم، ساخت ویتنام",3,,mobile,402222,سامسونگ گرند 2، استثنایی در حدآک,,
False,Tabriz,Wednesday 06AM,1,سالم و تمیز اپدیت شده به اندروید 5,1,,mobile,600000,گوشی موبایل ال جی جی 2,,
True,Isfahan,Friday 07AM,2,"گوشی هووایی g 610_ u20
از روز اول که گرفتم تا الان خدایش هیچ گونه مشکلی نداشته، سالم سالمه ، هر نرم افزاری هم بگید روش نصب کردم و مشکلی نداشته، یه مموری ۴ روش هست، خلاصه اینکه خوبه توی این رنج قیمت ، گوشی خیلی سفت و محکمیه، دوتا قاب که یکی تازه خریدم داره و یکی هم پلاستیکی ، کارتن و همه وسایلش هم موجوده،
اس و زنگ و همه چیزو جواب میدم.",2,,mobile,220000,گوشی موبایل هووایی g610,,
False,Tehran,Saturday 04PM,2,بدون خط و خش . پلمپ . تعویض نمیشود,2,,mobile,1000000,اپل 5 اس,,
False,Qom,Saturday 09PM,0,"دوربین عقب 13
دوربین جلو 13
حافظه داخلی 16
رنگ سفید
فلش دوربین جلو",0,,mobile,750000,سونی c5. expria,,
True,Ahvaz,Monday 04AM,2,با سلام..یه ضبط سی دی خور در حد آک دارم که  قصد فروش و یا تعویض با گوشیهای ساده را دارم.,2,,mobile,80000,معاوضه یا فروش ضبط سی دی خور,,
False,Shiraz,Friday 01PM,3,سلام یک عدد گوشی سامسونگ S3 سری اول حافظه داخلی 16 GB تک سیم رنگ مشکی بدون هیچ رنگ پریدگی و ضربه بسیار تمیز ؛ سالم سالم در حد نو تضمینی با کارتن و شارژ اصلی و هندزفری سالم + بک آور آی فیس!لطفا فقط اس ام اس بدین زنگ جواب نمیدم!,3,,mobile,-1,گوشی موبایل S3 SAMSUNG,,
False,Tehran,Friday 03PM,2,سه عدد گوشی سالم به شرط -نوکیا5130ونوکیا3220ووسونی اریکسون -هرسه تا ارجینال-مخصوص کارگران ساختمانی-همشون جون سگ دارن-با انتن دهی بالا-فقط شارژرهاشون خرابه-میتونید برای تست شارژ باخودتون بیارید.اس ام اس جواب نمیدم.قیمت مقطوع میباشد.تلفن دیگر$NUM_نوکیا۵۱۳۰ باطری ندارد.,2,,web,90000,3عدد گوشی اورجینال,,
True,Tehran,Friday 10AM,0,"سالم بی خط وخش در حد
سفید با متعلقات
با ساعت گالکسی گیر اس سیم کارت خور سامسونگ معاوضه میکنم",0,,mobile,-1,گوشی هواوی اسند میت۱,,
True,Mashhad,Friday 04PM,3,گوشی تقریبا اکه گلس وگارد.طرح زد5اندروید5فورجی.حافظه داخلی16.معاوضه باگوشی اصلی یاکنسول بازی.,3,,mobile,300000,Z5طرح اصلی.,,
True,Tehran,Sunday 01PM,3,"حافظه ۱۶ گیگابایت ه
رنگ مشکی
بدون یک نقطه خط و خش 
سیستم عامل (ios) 7.1.2",3,,mobile,300000,iphone 4,,
True,Tehran,Saturday 07AM,1,"عین نو سالم بدون مشکل پک اصلی به شرط
فقط تماس با تشکر",1,,web,-1,iPhone 5s 64 gb,,
True,Tehran,Sunday 03PM,5,"به خريدار واقعي تخفيف داده مي شود. بدون مشکل. تمیز و بدون خط و خش. تعویض نمیکنم. هندزفری ندارد. دارای یک قاب اضافه. 
فقط خریدار تماس بگیرد.",5,,mobile,800000,Blackberry Passport 32Gb,,
False,Mashhad,Sunday 10AM,4,خیلی خیلی تمیز، در حد نو.,4,,mobile,220000,Galaxy ace,,
False,Tehran,Saturday 05AM,2,دست دوم- همراه با پک اصلی-بدون شارژر,2,,web,200000,گوشی موبایل سونی اکسپریا ال,,
True,Isfahan,Wednesday 07PM,2,"3تا گوشی شکسته دارم
مدل ها 
Huawei Ascend G 330 D
Huawei Y220 U10
Nokia N9
این گوشیها شکسته اند 
فقط تماس جواب میدم",2,,mobile,-1,3عدد گوشی شکسته میفروشم,,
False,Tehran,Wednesday 11AM,2,گوشى تمیز /شارژر -هندزفرى سالم و تمیز,2,,mobile,1690000,Iphone 6 64 gray/ LLA,,
False,Mashhad,Thursday 03PM,4,"سلام
گوشی خیلی تمیز هستش از عکس ها هم معلومه
تنها مشکلی که داره یه نقطه داره 
با نرم افزاز و ٢ عدد گارد که هرکدوم ٤٠ تومان قیمت داره
تعویض هم دارم با گوشی تا ١/٠٠٠/٠٠٠ تومان
باقیش نقد
بیشتر تماس جواب میدم
با تشکر",4,,mobile,1700000,Iphone 6-64G تمیز,,
False,Kermanshah,Wednesday 09AM,3,"سلام. گوشی سامسونگ مدل GT_S5280
انروید 4 تمام برنامه‌ها شامل واتساپ.تلگرام.دیوار.اینیستاگرام......همه رو میخونه و بالا میاره... با تمام وسایل""""کارتن.شارژر""""
قیمت خوب گذاشتم.پول یه گوشی سادس... انتظار تخفیف انچنانی هم نداشته باشید.",3,,mobile,100000,سامسونگ انروید 4 بسیار تمیز,,
True,Tabriz,Saturday 08AM,1,فقط تماس بگیرین,1,,web,370000,گوشی آیفون ٤ اس ١٦ گیگابایت,,
False,Karaj,Monday 12PM,0,سالم بدون خط وخش بالوازم تخفیف جزیی,0,,mobile,450000,پی۸ لایت درحدنوووو,,
True,Tehran,Monday 05PM,2,"فایو اس ١٦گیگ گلد 
فروش فوری
سالمه سالم 
LLA
گلس پشت و رو 
به همراه یه قاب فابریک
با تشکر از دیوار",2,,mobile,780000,5s 16 gold,,
False,Kermanshah,Sunday 09AM,0,گوشی نت تری,0,,mobile,800000,گوشی سامسونگ نت تری درحد نو 4ماه خریدم,,
True,Tehran,Thursday 06AM,2,"سالمه فقط شارزر نداره، جعبه داره
فقط هم پیامک بدید
کسی خاست فقط مترو دروازه دولت میدم",2,,mobile,95000,Xperia Go,,
True,Shiraz,Saturday 11AM,1,"گوشی کاملا تمیز/ اصلی(بشرط رفرش و تعمیری نبودن)/ کاملا سالم/ تمامی قطعات فابریک/ یه گوشی فوق العاده واسه مصرف کننده

** قیمت کاملا مقطوع هستش**
** فقط مشتری واقعی**",1,,mobile,1700000,iphone 6 64 gray tamiiz original,,
False,Tabriz,Monday 11AM,2,"سلام
گوشی کاملا سالم و به شرط
چند ماهی میشه خریدم
به خریدار واقعی تخفیف داده خواهد شد",2,,web,720000,گوشی بلک بری z30,,
True,Tabriz,Monday 04PM,2,"گوشی هواوی Y6 سالم و در حد با قوطی و لوازم
تخفیف جزیی، فقط برای فروش",2,,mobile,295000,هوآوی Y6 سفید در حد دوسیم,,
True,Ahvaz,Monday 12PM,0,گوشی فوق العاده تمیز,0,,mobile,2300000,Apple 6s-64 GB-silver,,
False,Tehran,Thursday 05AM,2,فروش به همراه ۴ قاب متنوع اندروید۶ از لحاظ نرم افزار سخت افزار همخ چی سالم ۵ ماهه خریدم به همره جعبه هنسفیری شارژر و مخلفات داخل جعبش به همراه دو گلس یکس رو یکی اضافه فقط به اندازه سر سزن یه جاش یه کم زدگی خیلی خیلی سطحی داره که زیر قاب میره,2,,mobile,750000,اس ۵ سامسونگ,,
True,Tehran,Wednesday 05PM,0,رنگ مشکی با جعبه. 32 گیگ حافظه. 3 گیگ رم. به همراه گلس و کاور ژله ای. بدون هیچ مشکل. فقط اندازه سر سوزن کنار گوشی زده داره که زیر ژله ای هست و معلوم نیست. درخواست عکس نفرمایید. هیچ تخفیفی ندارد. ترجیحاً در تلگرام تماس بگیرید. تقاضای تعویض نفرمایید. فقط فروش. با تشکر,0,,web,500000,شیائومی Redmi Note 3 Mediatek,,
False,Kermanshah,Saturday 02PM,2,"بدون خط وخش بسیار سالم ی قاب ژله ای داره 
کارتن دارد وسایل تکمیل
دیوار تکراری نیست متشکرم",2,,mobile,180000,گوشی سونی,,
True,Tehran,Saturday 02AM,2,"گلکسی نوت(n9005)
کاملا سالم 
پشتیبانی از 4g
3gb رم
فیلمبرداری 4k
معاوضه با htc هم رده یا آیفون 5s به بالا",2,,mobile,800000,گوشی موبایل galaxy note 3,,
True,Tehran,Saturday 12PM,1,"هواوی y520 سالم سالم لوازم تکمیل -مشکی -اندروید 4.2.2-قیمت مقطوع-فقط فروش
با تشکر از دیوار",1,,web,140000,هواوی y520 سالم مشکی,,
True,Tehran,Friday 11PM,2,آیفون SE سیلور 64 گیگ.قیمت مقطوع مقطوع.پیامک پاسخگو نیستم.با تشکر از دیوار,2,,mobile,1500000,iPhone SE Silver 64G,,
True,Mashhad,Thursday 03PM,1,"با قابلیت ساپورت OTG فلش جهت تمایل تماس بگیرید
دوربین 8 مگاپیکسل با فلاش - وای فای - GPS
حافظه داخلی 8 گیگ با قابلیت ساپورت مموری تا 32 گیگ جعبه گوشی هم هست
دوستانی ک این گوشیو با اندروید مقایسه میکنن همون اندروید بگیرن واسشون بهتره",1,,web,190000,نوکیا C7 تمیز,,
True,Shiraz,Saturday 03PM,4,"گوشی بدون هیچ خط و خش.
کاملا سالم.
تعمیر نرفته.
لطفا فقط اس ام اس‌بدید یا رو واتس پی ام بدید.
ممنون.
معاوضه فقط با آیفون ۶ یا ۶اس یا se  که حافظه ی ۶۴ داشته باشن.",4,,mobile,-1,سامسونگ اس ۷ دوسیم گلد ۳۲ گیگ,,
False,Karaj,Wednesday 04PM,0,"سالمه خیالتون راحت،خواستین عکساشو میفرستم،دو سیم کارت ۴g , رم داخلی شانزده ، دوربین سیزده و هشت ، 5/5 اينچ",0,,mobile,500000,اچ تی سی دیزار 820 کمتر از یه سال کارکرد,,
True,Tehran,Tuesday 05AM,2,"گوشی Galaxy S4 i9500 سری اول
CPU قوی 1.6GHz + 1.2GHz هشت هسته ای
دوربین Full HD 13 MP
دوبین جلو با کیفیت 1080p
حافظه داخلی 16GB
دارای کنترل تلویزیون
از همه مهم تر سالمه... با تخفیف در معامله",2,,web,450000,گوشی Galaxy S4 I9500,,
True,Shiraz,Wednesday 04PM,0,۴جی مشکی مقطوع تماس لطفا,0,,mobile,970000,گوشی ‌A8دوسیم۳۲,,
False,Tehran,Thursday 11AM,0,j5 کاملا سالم خودم  700 خریدم,0,,mobile,500000,j5 2015,,
False,Tehran,Monday 11PM,5,گوشی ورتو جدید و بنتلی برای فروش لطفا برای اصلاهات بیشتر در وات ساپ پاسخگى هستم لطفا فقط مشتری واقعی,5,,mobile,-1,ورتو,,
True,Tehran,Tuesday 06AM,0,خاکستری-تمیز-قیمت مقطوع می باشد و تخفیف داده نمی شود.,0,,web,1300000,iphone 6 16G,,
True,Tabriz,Wednesday 06PM,1,نوکیا 8800 تمیز گلد لوکس،قابل معاوضه با نوت 4 یا اپل,1,,mobile,1500000,نوکیا 8800,,
True,Tehran,Sunday 08PM,0,سری اول اصل فوقولاده سالم لوازم تکمیل,0,,mobile,300000,گلکسی گرند پرایم,,
True,Tehran,Thursday 05PM,5,"Samsumg note 5 tak sim 32 gig  black sapphire  seri w
در حد اک",5,,mobile,1450000,Samsung note 5 در حد اک,,
False,Karaj,Wednesday 09AM,0,"گوشی سامسونگ j7
3gساپورت
سالم ب شرط قابش یکم خط و خش داره 
خریدار تماس بگیره ممنون",0,,mobile,650000,سامسونگj7,,
True,Tehran,Monday 12PM,3,باسلام گوشی هواوی مدل y600دوسیم کارت 3G رنگ سفید بدون خط و خش بدون رنگ رفتگی جهت تنوع تعویض هم دارم تماس واس درخدمتم باتشکرازدیوار دیوار,3,,mobile,170000,هواوی مدل y600,,
True,Karaj,Tuesday 01PM,2,دو سیم کارت ،کاملا سالم در حد نو،با قاب،کارتن و لوازم,2,,mobile,140000,گوشی موبایل سامسونگ gt-s7262,,
False,Tehran,Saturday 05PM,2,در حد نوو واقعا تمیز,2,,mobile,550000,htc one,,
True,Karaj,Wednesday 07AM,2,فایو اس ١٦ گیگ گلد به شرط اصلی و سالم با مهلت تست گوشی سالم فقط پشتش کمی خط داره تماس جواب می دم,2,,mobile,750000,فایو اس ١٦ گلدLLE,,
True,Shiraz,Tuesday 08AM,2,گوشی در وضعیت سالم,2,,mobile,600000,htc m8 کارکرده,,
True,Karaj,Friday 06PM,0,"سلام 
سامسونگ s5 تک سیم سفید
8 هسته ای 
دوربین 16 مگاپیکسلی
حافظه 16 گیگا بایت 
با کارتون و لوازم فقط 
هندزفری ندارد

تلگرام و تماس فقط درخدمتم

با تشکر از سایت دیوار",0,,mobile,650000,سامسونگ s5,,
False,Mashhad,Tuesday 04PM,0,فقط تاچ شکسته با تشکر از دیوار,0,,mobile,200000,سامسونگ گرند,,
False,Isfahan,Saturday 06PM,0,بسیار تمیز وکم کار بدون خش یاضربه خوردکی.همراه با یک عدد مموری 16گیگ معاوضه ب لپتاب,0,,mobile,280000,هواوی هانور 3  c,,
True,Tehran,Wednesday 11AM,3,گوشی سالم و در کل تمیزه.شارژر نو و استفاده نشده. فقط پایین گوشی ۱ ضربه خورد که عکسشو گذاشتم که نه تو‌ ال سی دی و تصویر تاثیر داره نه تو کارکرد گوشی.لطفا قیمت پیشنهادیتونو پیامک‌ کنید,3,,web,200000,اچ تی سی دیزایر 500,,
False,Mashhad,Monday 05AM,3,گوشی در حد نو بسیار تمیز دوربین جلو وحسگر  پشت گوشی پلمپ میباشد,3,,mobile,380000,گوشی دوسیم کارت سامسونگ,,
False,Karaj,Wednesday 08AM,1,1200سامسونگ,1,,mobile,50000,1200 سامسونگ,,
True,Karaj,Thursday 07AM,3,گوشی بسیار تمیز... بدون خط و خش... 3g ... معاوضه نمیکنم ...ساخت کره,3,,mobile,690000,گوشی سامسونگ s5,,
